entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
08/11/2017,,CP0001,"""Land at Foksville Road, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0001map.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.522268,0.596186,0.14,10,10,08/11/2017,,Outline permission granted. Works have not commenced. Permission expires 8/3/2012. Delivery lead in time 1.5 years.  08/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
08/11/2017,,CP0002,"""Vallee Casa, 62 Hill Road, Benfleet.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0002map.pdf,yes,not owned by a public authority,not permissioned,,,51.559444,0.570424,0.28,5,5,08/11/2017,,No current planning permission. Delivery lead in time 1.5 years.  08/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/11/2017,,CP0003,"""166-168 Kiln Road, Benfleet, SS7 1SU.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0003map.pdf,yes,not owned by a public authority,pending decision,full planning permission,,51.560489,0.588983,0.08,2,2,08/11/2017,,Previous permission for 9 flats expired 2012. New planning application submitted by agent pending decision. One existing dwelling converted. Delivery lead in time 2 years without planning permission. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0004,"""1a Clarence Road, South Benfleet, Benfleet SS7 1DE.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0004map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.555214,0.56414,0.11,1,1,09/11/2017,,Full planning permission granted. Works have not commenced (Due to commence Dec 2017). Existing dwelling to be demolished. Permission expires 10/08/2020. Delivery lead in time 1 year.  09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0005,"""Job Centre, 140 Furtherwick Road, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0005map.pdf,yes,not owned by a public authority,not permissioned,,,51.519425,0.592569,0.13,15,15,09/11/2017,,No current planning permission. Delivery lead in time 2 years.  09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0006,"""84 Vicarage Hill, Benfleet SS7 1PE.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0006map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.549178,0.569148,0.28,2,2,09/11/2017,,Full planning permission granted. Works have not commenced. Existing dwelling to be demolished. Permission expires 28/04/2019. Delivery lead in time 1 year.  09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0007,"""240-244 High Road, Benfleet.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0007map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.553173,0.561664,0.19,19,19,09/11/2017,,Full planning permission. Works have commenced. Delivery lead in time 1 year. 09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0008,"""Site adjacent to Pauls Court, Meppel Avenue, Canvey Island.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0008map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.531522,0.585962,0.07,5,5,09/11/2017,,Full planning permission. Works have commenced. Existing dwelling demolished. Delivery lead in time 1 year. 09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0009,"""271 Rayleigh Road, Thundersley, Benfleet SS7 3XF.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0009map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.566344,0.596557,0.08,16,16,09/11/2017,,Full planning permission. Works have commenced. Delivery lead in time 1 year. 09/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
09/11/2017,,CP0010,"""20 Haresland Close, Hadleigh, SS7 2UT.""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0010map.pdf,yes,not owned by a public authority,not permissioned,,,51.565675,0.618843,0.56,3,3,09/11/2017,,No current planning permission. Lead in time 1.5 years. Existing dwelling would need to be demolished. Paragraph 89 of NPPF applied in terms of suitable capacity for the site. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0011,"""109 Long Road, Canvey Island""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0011map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.520163,0.585778,0.2,7,7,14/11/2017,,Full planning permission. Works have not commenced. Permission expires 7/12/2018. Delivery lead in time 1 year. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0012,"""The Island Site, High Street / London Road, Hadleigh""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0012map.pdf,yes,owned by a public authority,not permissioned,,,51.55394,0.607009,0.59,54,54,14/11/2017,,No current planning permission. Lead in time 3.5 years. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0013,"""88 High Street, Hadleigh""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0013map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.044769,0.953219,0.02,4,4,14/11/2017,,Full planning permission. Works have commenced. Flat to be demolished as part of works. Delivery lead in time 1 year. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0014,"""Admiral Jellico Public House, 283 High Street, Canvey Island""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0014map.pdf,yes,not owned by a public authority,not permissioned,,,51.518853,0.610645,0.33,15,15,14/11/2017,,No current planning permission. Part of SHLAA site removed as landowner did not permit it to be included. Site area and capacity adjusted accordingly. Lead in time 2.5 years. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0015,"""Outpatients centre, Long Road, Canvey Island""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0015map.pdf,yes,owned by a public authority,not permissioned,,,51.520382,0.581945,0.3,10,10,14/11/2017,,No current planning permission. Delivery lead in time 2.5 years.  14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0016,"""343 Rayleigh Road, Thundersley""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0016map.pdf,yes,not owned by a public authority,not permissioned,,,51.569153,0.59505,0.13,10,10,14/11/2017,,No current planning permission. Delivery lead in time 2.5 years.  14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
14/07/2017,,CP0017,"""125-127 High Street, Canvey Island""",https://apps.castlepoint.gov.uk/cpapps/view/planning/brownfieldsites/docs/cp0017map.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.522996,0.600961,0.19,14,14,14/11/2017,,Full planning permission granted at appeal. Works have commenced. Delivery lead in time 1 year. 14/11/17.,cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147
