entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-31 00:00:00,local-authority-eng:ENO,BFR E26,"7/Factory/Land Corner Of Station Road And Church Street, Irthlingborough, NN9 5SN",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1602,,not owned by a public authority,permissioned,full planning permission,,52.326267,-0.610424,0.520886,20,20,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:ENO,BFR E56,"77 Kimbolton Road, Higham Ferrers, NN10 8HL",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1603,,not owned by a public authority,permissioned,reserved matters approval,,52.309774,-0.58879,0.289833,24,24,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:ENO,BFR E65,"Factory Premises, Oakley Road, Rushden, NN10 6UR",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1604,,not owned by a public authority,not permissioned,,,52.293917,-0.607456,0.294131,14,15,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:ENO,BFR E66,"High Beech, 8 Hayway, Rushden, NN10 6ES",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1605,,,permissioned,full planning permission,,52.29797,-0.599659,0.384095,5,5,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:ENO,BFR E67,"REXAM Factory, Upper Queen Street, Rushden, NN10 0DU",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1606,,,permissioned,full planning permission,,52.293372,-0.590769,0.736937,47,47,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C1,"Car Park, Pytchley Court, Corby, NN17 2PL",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1594,,owned by a public authority,not permissioned,,,52.498274,-0.72135,0.379256,9,9,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C16,"Garage Court, Lindisfarne Road, Corby, NN17 2HW",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1595,,owned by a public authority,not permissioned,,,52.502119,-0.711394,0.283413,11,11,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C20,"Maple House, Canada Square, Corby, NN18 9HU",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1596,,owned by a public authority,not permissioned,,,52.475996,-0.719992,0.419532,11,11,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C23,"Former Our Lady Pope John School, Tower Hill Road, Corby, NN18 0TF",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1597,,not owned by a public authority,permissioned,outline planning permission,,52.480441,-0.732406,2.11051,95,95,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2016-12-31 00:00:00,local-authority-eng:COR,BFR C24,"Railway Station Interchange, Station Road, Corby, NN17 1NA",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1598,,owned by a public authority,not permissioned,,,52.488138,-0.687128,0.805703,29,40,2016-06-30 00:00:00,,"Site previously assessed through SHLAA as site 2030.

The site has been subject to a bid to the HCA for Starter Homes funding and it was assumed that 40 dwellings could be delivered on the site. However, as part of an urban design review, consideration was also made of a mix of uses being deployed on site which reduces the developable area for housing (assuming 50dph) an alternative yield of 29 dwellings has been assumed.",9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C25,"Beanfield School, off Glastonbury Road, Corby, NN18 0DJ",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1599,,owned by a public authority,permissioned,outline planning permission,,52.487929,-0.730313,3.99481,96,96,2016-06-30 00:00:00,,,9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
2017-12-31 00:00:00,local-authority-eng:COR,BFR C26,"Parkland Gateway, George Street, Corby, NN17 1QG",http://www.nnjpu.org.uk/publications/docdetail.asp?docid=1600,,owned by a public authority,not permissioned,,,52.489348,-0.705394,0.701286,40,63,2016-06-30 00:00:00,,"Site previously assessed through SHLAA as site 2037.

The site was previously been subject to a bid to the HCA for Starter Homes funding and it was assumed that 40 dwellings could be delivered on the site. However, as part of an urban design review, consideration was also made of higher densities (flats) being deployed on site and assuming 100dph an alternative yield of 63 dwellings has been assumed.",9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4
