entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-18,local-authority-eng:STO,BR001,"Garage court rear of Marybrook Street car park, Marybrook Street Berkeley","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.4588082,51.692409&level=17",,owned by a public authority,not permissioned,,,51.692418,-2.458808,0.08,5,5,2017-12-18,,"Main constraints: Existing garage use.
Summary: The site is considered suitable for redevelopment for housing  subject to providing adequate car parking for existing residents and future occupants. There is a reasonable prospect that the site will be available in the future and that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR002,"Queens Court, The Bourne Brimscombe","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.1764679,51.718852&level=17",,owned by a public authority,not permissioned,,,51.718852,-2.176453,0.44,30,30,2017-12-18,,"Main constraints: Demolition of existing building. 
Summary:  The site is considered to be deliverable for housing within five years. The site is available now and it is suitable for redevelopment for housing / community development.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR003,"Brimscombe Mills & Mill Pond, London Road Brimscombe","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.1942217,51.720415&level=17",,not owned by a public authority,not permissioned,,,51.720424,-2.194207,1.46,25,25,2017-12-18,,"Main constraints: Brimscombe Mill Local Plan Site Allocations Policy SA1d; Regenerating existing employment sites Local Plan Delivery Policy EI2 (ER2), Industrial Heritage Conservation Area; flood risk, canal and site access. Site investigation required.
Summary: The site is allocated in the Local Plan for mixed use redevelopment and is considered suitable for housing/ community development and employment uses. Redevelopment should involve adapting and re-using surviving historic buildings. Most of the site is within Flood Zone 3 and the site should not be developed until the adjoining Cotswold Canal has been reinstated or until a site specific Flood Risk Assessment demonstrates that the site can be safely developed, with more vulnerable development being located within Flood Zone 1 and without increasing flood risk either on or off site. Access will require a solution that does not impact upon the planned route of the reopened canal. The site is available now and there is a reasonable prospect that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR004,"Lakeside Depot, Brimscombe Mills London Road Stroud","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.1940208,51.720829&level=17",,not owned by a public authority,not permissioned,,,51.720838,-2.194021,0.24,15,15,2017-12-18,,"Main constraints: Brimscombe Mill Local Plan Site Allocations Policy SA1d; Regenerating existing employment sites Local Plan Delivery Policy EI2 (ER2), Industrial Heritage Conservation Area; flood risk, canal and site access. Site investigation required.
Summary: The site is allocated with adjacent land in the Local Plan for mixed use redevelopment and is considered suitable for redevelopment for housing / community development and employment uses with scope for adapting and re-using the surviving historic buildings on the southern half of the site. Access will require a solution that does not impact upon the planned route of the reopened canal. The site is available now.  and there is a reasonable prospect that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR005,"Brimscombe Port, Port Lane Brimscombe","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.189743,51.719074&level=17",,owned by a public authority,not permissioned,,,51.719074,-2.189743,3.86,150,150,2017-12-18,,"Main constraints: Brimscombe Port Local Plan Site Allocations Policy SA1e; Regenerating existing employment sites Local Plan Delivery Policy EI2 (ER1), Industrial Heritage Conservation Area; listed buildings; Key Wildlife Site; flood risk. Site investigation required.
Summary:The site is allocated in the Local Plan for mixed use redevelopment and is considered suitable for redevelopment for housing /community and tourism development and employment uses. Development would require the demolition of some of the existing industrial buildings and sensitive reuse of historic buildings, together with redevelopment including the reinstatement of the canal and port basin. Most of the site is within Flood Zone 3 and the site should not be developed until the Cotswold Canal has been reinstated or until a site specific Flood Risk Assessment demonstrates that the site can be safely developed, with more vulnerable development being located within Flood Zone 1 and without increasing flood risk either on or off site.  The site is planned to come forward for redevelopment within the next 5 years and there is a reasonable prospect that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR006,"Bourne Mills, London Road Brimscombe","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.1860462,51.717731&level=17",,,not permissioned,,,51.717731,-2.186046,0.47,10,10,2017-12-18,,"Main constraints:  Industrial Heritage Conservation Area; listed buildings,  Key Wildlife Site, flood risk and railway viaduct. Site investigation required.
Summary: The site is considered suitable for partial reuse, redevelopment and improvement for retail, employment, housing or community purposes, subject to conserving the character of the listed buildings and conservation area.The site is in active use but there is a reasonable prospect that parts of the site will be available for reuse/redevelopment at a point in the future and that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR007,"Units 1-8, Ebley Wharf, Stroud","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.2493525,51.739858&level=17",,not owned by a public authority,pending decision,,,51.739858,-2.249352,0.16,6,6,2017-12-18,,"Main constraints:  Listed Buildings, Ebley Mills Conservation Area, adjoining canal, flood risk
Summary:  The site is considered to be deliverable for housing within five years. The site is available now and it is suitable for the conversion of existing buildings to a range of uses, including housing, subject to conserving the character of the listed buildings and conservation area.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR008,"Coaley Junction, Draycott Cam","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.3647178,51.71635&level=17",,not owned by a public authority,not permissioned,,,51.71635,-2.364718,1.75,39,39,2017-12-18,,"Main constraints: Regenerating existing employment sites Local Plan Delivery Policy EI2 (ER6) and shape of site. Previous resolution to grant permission subject to conditions. Site investigation required.
Summary: The site is considered to be deliverable for a range of uses including housing within five years. The site is available now and is designated in the Local Plan as an existing employment site suitable for regeneration for mixed use development including housing and employment.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR009,"20 Rock Road, Cam","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.3787456,51.69577&level=17",,not owned by a public authority,not permissioned,,,51.69577,-2.378746,0.09,8,8,2017-12-18,,"Main constraints: Site levels and relation to surrounding residential development. Site investigation required.
Summary:  The site is located within settlement development limits and is considered suitable for housing.  There is no evidence that any of this area is available currently but there is a reasonable prospect that any suitable land will be available at a point in the future for development and that development as envisaged will be delivered on the site within 15 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
2017-12-18,local-authority-eng:STO,BR010,"Summerhayes General Stores, The Crescent Cam","https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=8d2cd204b79c4852b8d4365e24d16013&center=-2.3669096,51.697435&level=17",,not owned by a public authority,not permissioned,,,51.697435,-2.36691,0.11,5,5,2017-12-18,,"Main constraints: Delivery Policy EI3:Small employment sites (outside identified employment areas), Delivery Policy EI6: Protecting individual and village shops, public houses and other community uses 
Summary: The site is located within settlement development limits and is considered to be deliverable for a range of uses, including housing, within 5 years.",7384d83065376a4fcccb0b25c840704e1012b3467420e0a609816540bda3ad17
