entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-13,local-authority-eng:BRT,SHLAA/00628/AVA,Eastwood & District Victory Club Walker Street Eastwood,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00628%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00628%2FAVA,yes,not owned by a public authority,permissioned,full planning permission,,53.017196,-1.299984,0.24,16,16,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00521/AVA,Beamlight Newmanleys Road Eastwood,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00521%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00521%2FAVA,yes,not owned by a public authority,permissioned,outline planning permission,,53.007591,-1.307024,3.57,150,150,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00690/AVA,The Larks Nest Larkfield Road Nuthall,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00690%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00690%2FAVA,yes,not owned by a public authority,permissioned,full planning permission,,52.997018,-1.244764,0.07,6,6,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00586/AVA,Hardy And Hansons Plc Kimberley Brewery Hardy Street Kimberley,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00586%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00586%2FAVA,yes,not owned by a public authority,permissioned,other,,52.999719,-1.261137,4.44,128,128,2017-12-13,,See planning history for more details as numerous subsequent permission for different aspects of the site.,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00761/AVA,Car Park On Corner Of The Poplars Wollaton Road Beeston,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00761%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00761%2FAVA,yes,not owned by a public authority,permissioned,full planning permission,,52.929262,-1.217931,0.03,10,10,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00634/AVA,22 High Road Chilwell,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00634%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00634%2FAVA,yes,not owned by a public authority,permissioned,outline planning permission,,52.922284,-1.221731,0.09,9,9,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00051/AVA,Units 12-15 Pinfold Trading Estate Nottingham Road Stapleford,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00051%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00051%2FAVA,yes,not owned by a public authority,permissioned,outline planning permission,,52.931678,-1.271252,1.09,10,10,2017-12-13,,"Hybrid planning application comprising: Full Application to construct shop (Class A1) including solar panels and with associated car parking, access and landscaping on a 0.78 ha site:",3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00012/AVA,"Moults Yard, 68-70 Nottingham Road, Stapleford",http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00012%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00012%2FAVA,yes,not owned by a public authority,permissioned,full planning permission,,52.931521,-1.269068,0.32,15,15,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00408/AVA,Myford Machine Tools Wilmot Lane Beeston,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00408%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00408%2FAVA,yes,not owned by a public authority,pending decision,,,52.92175,-1.219673,1.79,47,47,2017-12-13,,13/00003/OUT - Redevelopment and change use of existing industrial site for residential/commercial uses (to include Classes A1; A2; A3; A4; A5; B1(a); C2; C3; and D1 uses) - now lapsed,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00499/AVA,Beeston Business Park Technology Drive Beeston,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00499%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00499%2FAVA,yes,not owned by a public authority,permissioned,outline planning permission,,52.917385,-1.209459,19.55,310,310,2017-12-13,,,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00195/AVA,Former Bartons Bus Depot Queens Road West Chilwell,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00195%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00195%2FAVA,yes,not owned by a public authority,permissioned,other,,52.919886,-1.222026,2.23,250,250,2017-12-13,,"Full permission for 29 dwellings, outline permission for up to 221 further dwellings",3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
2017-12-13,local-authority-eng:BRT,SHLAA/00237/AVA,The Boots Company Beeston site,http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00237%2FAVA#http://www.arcgis.com/apps/webappviewer/index.html?id=08f516e5e14b48cfa555e52edb7e58f6&query=External_Layes_3711%2CSITEREFERENCE%2CSHLAA%2F00237%2FAVA,yes,not owned by a public authority,pending decision,,,52.921294,-1.191882,14.68,400,400,2017-12-13,,This site crossed the boundary with Nottingham City Council therefore the number of dwellings in the description is not expected to be delivered in its entirety within Broxtowe.,3a654fc09c0a9079e1e4e97fee7b4a8ac9ee56674d93fb2ada7290513c4e518f
